Era,Name,Notes,Length,File Date,Release Date,Type,Streaming,On DSPs,Link(s)
Luv Is Rage 3 [V2],"Nicki Minaj - Everybody
(feat. Lil Uzi Vert) (prod. DJ Smallz 732 & Kobang)","Track #11 on Nicki Minaj's 'Pink Friday 2', and would be reissued as track #11 for the ""Gag City Deluxe"" , and again for the ""Gag City PLUTO Edition"". Samples ""Move Your Feet"" by Junior Senior.",3:01,"??? ??, 2023","Dec 8, 2023
Dec 14, 2023",Feature,Released on DSPs,Yes,https://open.spotify.com/track/5ZJGv7aGdIr9IGpxzSG18T?si=U-UeZY64Qo-7UCWsgIMWlg
Luv Is Rage 3 [V2],"Kid Trunks - Ozone
(feat. Lil Uzi Vert) (prod. D Rein)
(Universal)","Was firstly released on SoundCloud by Trunks, and was track #1 on his ""The Nightmare B4 Christmas"" EP; which would get deleted for unkown reasons. Four years later, Trunks uploaded the track on DSPs. However, he did not credit Uzi at all.",3:55,"Jul 1, 2018
(Uzi)","Dec 24, 2020
Jan 19, 2024",Feature,Released on DSPs,Yes,https://open.spotify.com/track/6ZC74JZp5NDi6Q1ZCra1NC?go=1&sp_cid=16537c9cca1dba8443e71843c92ebaf3&utm_source=embed_player_p&utm_medium=desktop&nd=1&dlsi=b7591f02ff1c457c
Luv Is Rage 3 [V2],"NGeeYL - On Me
(feat. Lil Uzi Vert) (prod. Oogie Mane & 10Fifty)","Track #4 on NGeeYL's album SSetilian. Music video for the song dropped on January 30, 2024",2:41,"Jan ??, 2024","Jan 26, 2024",Feature,Released on DSPs,Yes,https://open.spotify.com/track/0JqsTF7uQhHHODf8JHVtCN?si=94c5c3b4cbaa4f54
Luv Is Rage 3 [V2],"NGeeYL - On Me [sped up]
(feat. Lil Uzi Vert) (prod. Oogie Mane & 10Fifty)","Sped-up version, dropped randomly as a single on Feb 16, 2024.",2:24,"Jan ??, 2024","Feb 16, 2024",Feature,Released on DSPs,Yes,https://open.spotify.com/track/60oCYQTgEL00f7CNwmu6eB?si=173d943c47f4489d
,Eternal Atake 2,,,,,,,,
,Singles and throwaways,,,,,,,,
Eternal Atake 2,"Uzi The Earthling! (TV Show Theme)
(prod. N/A)",Promotional single/trailer released as a single.,0:29,,"Oct 23, 2024",Single,Released on DSPs,Yes,https://open.spotify.com/track/1sSXxZDuoLonfBHMF8Hyhs?si=adafadfc566f46cf
,Features,,,,,,,,
Eternal Atake 2,"⭐ Young Jordan - White Water LUV
(feat. Lil Uzi Vert) (prod. Wheezy)
(Nightbird, White Water, Molly's Mansion)","Track #10 on Jordan's project, '2021'. It was originally released on SoundCloud, before it was deleted and reuploaded; this time however, without actually crediting Uzi, since the song was uploaded to DSPs without it being approved. Hence why there's an ""LUV"" on the title. This track was actually done for Wheezy's project, way back in 2018.",2:41,"Mar 24, 2018","May 8, 2024",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4zY6l57v31WW00xySiXkxO?si=d737b2cf8ff64ca2
Eternal Atake 2,"✨ Don Toliver - DONNY DARKO
(feat. Lil Uzi Vert) (prod. BNYX®, 206Derek, SkipOnDaBeat & Bryan Yepes)","Track #19 on Don Toliver's 'HARDSTONE PSYCHO (DELUXE)', which was originally released on his site, and the reissued for DSPs. It's said that Uzi's verse is somewhat old, possibly from 2022 or 2023.",1:57,"??? ??, ????","Jun 21, 2024
Jun 25, 2024",Feature,Released on DSPs,Yes,https://open.spotify.com/track/4Uho2PKf7lBRYfRasw1J0n?si=32a1632c897247f3
Eternal Atake 2,"✨ G 5aby - ROCK OUT
(feat. Lil Uzi Vert) (prod. Nomaimusic, Highxlass, RtOnTheTrack, Tone Deaf, Sir Raybands, UnoTheActivist)","OG Filename #1: G-Rock Out.Update.1
OG Filename #2: rock out g 5aby fs ref 2 loud
G 5aby originally released the song, but it was later then removed from DSPs (possibly because Uzi's team didn't approve its release, in the first place). Its music video was also in risk of getting removed. It samples and shares the same instrumental as UnoTheActivist's ""By Myself"". Was thought to be somehow related to the 16*29 duo's song ""MÉNAGE"", due to similarities in their melodies; this was, obviously, completely false. It was then released again on eyar later, with an improved mix.",3:28,"Jul 22, 2023","Jul 22, 2024",Feature,Released on DSPs,No,Link Needed
Eternal Atake 2,"G 5aby - ROAD RAGE
(feat. Lil Uzi Vert & NGeeYL) (prod. Ike Beatz)","OG Filename: road rage fs ref 11 loud
SoundCloud single from G 5aby. Was previwed on August 10 2023.",2:03,"Jul 22, 2023","Aug 17, 2024",Feature,Released on DSPs,No,https://soundcloud.com/g5aby/road-rage-fs-ref-11-loud?si=7c8a4280e2054f5082c312d5c7a74731&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Eternal Atake 2,"Destroy Lonely - LOVE HURTS
(feat. Lil Uzi Vert) (prod. lil88, Dylxn & ​yugen)
(babymoneyvert, Exotic)","First released as track #2 on Lone's 'LOVE LASTS FOREVER', was reissued once, twice after the release of 'LOVE LASTS FOREVER: PRESENTED BY BLAKAMERIKA"", and then once again for 'LOVE LASTS FOREVER V2.5'. Samples Lone's track ""mud"", and was previewed by him with the caption ""babymoneyvert"".",4:34,"Jun ??, 2024","Aug 28, 2024
Sep 20, 2024",Feature,Released on DSPs,Yes,https://open.spotify.com/track/20oVyPvaVROUvQi0Z9vgWg?si=2e233b64f9d24188
Eternal Atake 2,"✨ BSlime - Monster (Remix)
(feat. Lil Uzi Vert) (prod. Painkid)","OG Filename: Monster RMX ft. Lil Uzi Vert [24B 48K] - MASTER.1
Was originally released as a single on DSPs, and it even had a music video planned back when Uzi was working on Barter 16. However, it got taken down for unknown reasons, and would be released once again on excusively on SoundCloud a year later. The music video leaked online and would then be uploaded to YouTube by BSlime.",3:41,"Aug ??, 2023","Dec 1, 2023
Sep 24, 2024",Feature,Released on DSPs,No,"https://soundcloud.com/bslimeysl/monster-rmx-ft-lil-uzi-vert
https://www.youtube.com/watch?v=1ifF75M9LsY&ab_channel=BSlime"
,"Eternal Atake 2 (CD) - Released Nov. 1, 2024",,,,,,,,
Eternal Atake 2,"🗑️ I'm Cooked (Skit)
(prod. Cashmere Cat, FNZ & WondaGurl)
(BlingBling)","Track #1 on the Eternal Atake 2 CD, some sort of voiced intro.",0:26,,"Nov 1, 2024",Album,Released on DSPs,No,LINK NEEDED
,"Eternal Atake 2 (DSPs) - Released Nov. 1, 2024",,,,,,,,
Eternal Atake 2,"✨ We Good
(prod. WondaGurl, FNZ & Cashmere Cat)","Track #1 on Eternal Atake 2. Samples ""Very Online Guy"" by Alvvays. The entire album was exported on October 28, 2024.",2:05,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/0F60WLPs6Oz2slHomvLt9U?si=a9b4c4ea21bd4549
Eternal Atake 2,"⭐ Light Year (Practice)
(prod. Brandon Finessin & ‎uskids)
(Don't Think They Ready (Pre-Game))",Track #2 on Eternal Atake 2.,2:44,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/3NE6g9h77FZbQqCLzUpGRt?si=e888d8010aff447c
Eternal Atake 2,"🗑️ Meteor Man
(prod. lil88, henney & Cashmere Cat)
(Aura (Intro))
[Deep Voice]",Track #3 on Eternal Atake 2.,3:47,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/6hu1bJBNMeXIepHr1joKW4?si=74f63900a2b045b5
Eternal Atake 2,"🗑️ Paars In The Mars
(prod. Cashmere Cat & Ike Beatz)
(Wocky Slush, Paars In Mars)
[Deep Voice]","Track #4 on Eternal Atake 2. Shares the same instrumental with the 2021 throwaway ""D'Ussé"". Samples James Paget's ""Together As One"".",3:00,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/5L5GwmHf7R1zK4APVerRFL?si=abed726b9df64f21
Eternal Atake 2,"🗑️ The Rush
(feat. Big Time Rush) (prod. Brandon Finessin, ​madd maks, Sohi, shinju & Cashmere Cat)
(Big Time Ru$h, Big Time Rush)
[Deep Voice]",Track #5 on Eternal Atake 2. BTR's contributions stay as short as only saying some lines on the intro.,3:06,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/7KGqSVxESDoLeeRCiIxZZ2?si=a4606b0897064b7b
Eternal Atake 2,"✨ Not An Option
(prod. Brandon Finessin, leqn & mental)
(Stop It)",Track #6 on Eternal Atake 2.,2:30,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/1197AvSs0lMg5kNIGaeENm?si=b2847bb3a6314fb5
Eternal Atake 2,"🗑️ She Stank
(prod. lil88, Dylxn, martyr & Cashmere Cat)
(Stank)
[Deep Voice]",Track #7 on Eternal Atake 2. Has somewhat of an open verse.,2:05,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/06iup3YJ4EsnkSxyQKFfNk?si=f81e02a482e04a1c
Eternal Atake 2,"✨ Mr Chow
(prod. Brandon Finessin, Jdolla & ​young emphasis)
(Leslie, Leslie Chow)",Track #8 on Eternal Atake 2.,2:57,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/4YLizxRQsTqqnvzzYq2VaE?si=faab4ade568046b3
Eternal Atake 2,"Lyft Em Up
(prod. Brandon Finessin, BryceUnknwn & ​y2tnb)
(Lyft)",Track #9 on Eternal Atake 2.,2:44,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/6f1DJYPjsyIwMD4g1h3fIK?si=7c21fb04bdac40f3
Eternal Atake 2,"✨ Chips and Dip
(prod. Brandon Finessin, GeoGotBands, ​dulio & 1CE)
(How ?, Philly Accent)",Track #10 on Eternal Atake 2.,2:46,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/74uSrR3QA8YlnbAf6h5lyx?si=56abfc622ea64c04
Eternal Atake 2,"Black Hole
(prod. Brandon Finessin, Rima Thugger, s6xman & Cashmere Cat)
(Eye 2 Eye (Song Cry))",Track #11 on Eternal Atake 2.,2:48,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/0fUGcaoh6HciTPGae016Vo?si=b953f3b8d47c4a7e
Eternal Atake 2,"⭐ Chill Bae
(prod. Ike Beatz, Cashmere Cat, Gabe Lucas & Crater)
(Don't Do It)","Track #12 on Eternal Atake 2. Its music video released on Oct 31, 2024, which is the direct sequel to the ""BabyPluto"" shortfilm from 2020.",2:18,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/4ppKM7xnkSAwSyKqD4QTY4?si=479a441abc5445ae
Eternal Atake 2,"Goddard Song
(prod. Cashmere Cat)
(Na Uh Uh)",Track #13 on Eternal Atake 2.,2:19,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/7gj6KJknnzPHcfjFccBSsy?si=dc460a495e4f44a7
Eternal Atake 2,"PerkySex
(prod. Charlie Puth & Cashmere Cat)
(Potion)","Track #14 on Eternal Atake 2. Interpolates ""Who Can It Be Now?"" by Men At Work and '""Servin"" by JT.",2:50,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/279qpKlNEFXT7XF0MMUT92?si=1a1661f79c214833
Eternal Atake 2,"⭐ Conceited
(prod. Charlie Puth & Cashmere Cat)
(All That)",Track #15 on Eternal Atake 2.,3:09,"Aug 26, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/1gUUuh7FQ3mr7nEq0SRvGX?si=6d1bcfc1a47d4a99
Eternal Atake 2,"✨ Space High
(prod. MCVertt, Trgc, Darkoivx & Cashmere Cat)",Track #16 on Eternal Atake 2.,2:11,"??? ??, 2024","Nov 1, 2024",Album,Released on DSPs,Yes,https://open.spotify.com/track/3xVQWlZlCbqSRmr9Je2eGt?si=6029cd7163a84e21
,ALL WHITE,,,,,,,,
,Singles and throwaways,,,,,,,,
ALL WHITE,"✨ Double See (Freestyle)
(prod. Devstacks & Tarzan)
(Chanel (Remix))","Was released as a single on Youtube on Mar 3, 2025. Was delisted within an hour, and Uzi stated that he was just testing for the public reception. Which wasn't that good. Samples and remixes Babyxsosa's 'Chanel'.",1:34,"Feb ??, 2025","Mar 3, 2025",Single,Released on DSPs,No,LINK NEEDED
ALL WHITE,"✨ Hell Raiser (Freestyle)
(prod. Ehuncho6, BigBossButta & Petro Gang)
(Hell Raiser (Remix))","Played by Uzi on his IG live on Feb 3, 2025. Was later then released as a single on Youtube on Mar 3, 2025. Was delisted within an hour, and Uzi stated that he was just testing for the public reception. Which wasn't that good. Samples and remixes SlimeGetEm's 'HellRaiser'.",2:36,"Feb 3, 2025","Mar 3, 2025",Single,Released on DSPs,No,LINK NEEDED
,Features,,,,,,,,
ALL WHITE,"03 Greedo - Aggressively Flexin'
(feat. Lil Uzi Vert) (prod. Gren8 & FBK)
(Aggressively Flexin' (Remix))","OG Filename: AGGRESSIVELY FLEXIN' FEAT LIL UZI VERT
Track #18 from Greedo0s ""Crip, I'm Sexy"", on SoundCloud. Was originally recorded in 2018, and was originally a solo Greedo trac.",4:21,"Mar 6, 2018
(03)
May 22, 2018
(Uzi)","Nov 13, 2024",Feature,Released on DSPs,No,https://soundcloud.com/03greedo/aggressively-flexin-feat-lil-uzi-vert
ALL WHITE,"⭐ 03 Greedo - Keep Swervin'
(feat. Lil Uzi Vert) (prod. James Royo, Snapz & thxruno)
(Retirement, Swervin')","OG Filename #1: 03 greedo - swervin greedo x uzi
OG Filename #2: 03 Greedo - keep swervin (greedo.1.6) uzi
Track #35 from Greedo0s ""Crip, I'm Sexy"", on SoundCloud. Was originally made in 2023.",3:25,"??? ??, 2023","Nov 13, 2024",Feature,Released on DSPs,No,https://soundcloud.com/03greedo/keep-swervin-feat-lil-uzi-vert
ALL WHITE,"Skrilla - Walking Dead
(feat. Lil Uzi Vert) (prod. Dollaz)","OG Filename: [Skrilla x Uzi] Walking Dead (Dollaz) Ruff
Was originally released on all platforms, but got later taken down for unknown reasons. It was later then reissued as a single, a year later. Uzi's verse was done a few days before the Pink Tape dropped.",3:46,"Jun 19, 2023","Feb 8, 2024
Feb 7, 2025",Feature,Released on DSPs,Yes,https://soundcloud.com/playboymarko/skrilla-ft-lil-uzi-vert-walking-dead-official-video
ALL WHITE,"✨ NAV - HABITS [V13]
(feat. Lil Uzi Vert) (prod. Wheezy & Rex Kudo)
(Addict, Habits)","OG Filename #1: 17-habits
OG Filename #1: 04 Habits V13
Was originally planned to release on NAV's 2019 project ''Bad Habits'', as track #4. Unfortunately, Uzi's verse couldn't get cleared in time, and his feature got scrapped. The track actually surfaced after this. It would then be brought back and released on NAV's 'OMW2 REXDALE WHITEBOARD P1 (Digital Album)'. A version of NAV's 2025 album, that was only available on his offical website. The original Pro Tools bounce would surface on January 26, 2026 (was exported on March 4, 2019).",3:48,"Jan ??, 2019","Mar 30, 2025
Apr 3, 2025",Feature,Exclusive Release,No,LINK NEEDED
ALL WHITE,"Playboi Carti - OFF DRUGS [V1] (CD VERSION)
(with Lil Uzi Vert) (prod. F1LTHY, BL$$D & Ethan Scott)
(JUMPIN)","OG Filename: 18 OFF DRUGS volta master v.1
Track #18 on ""MUSIC"". Recorded in 2021, during the same session as ""Two Out"". Was released on SoundCloud, a few seconds before the official release, on accident. The page of that release confirmed it's original name (this one is now disactivated). It samples Young Thug's ""Halftime"". Has F1LTHY and BL$$D's tags, and lacks a few adlibs. This is also the version present on the CDs for the album.",1:35,"Sep 6-17, 2021","Mar 14, 2025",Feature,Released on DSPs,No,LINK NEEDED
ALL WHITE,"⭐ Playboi Carti - JUMPIN [V2]
(with Lil Uzi Vert) (prod. F1LTHY, BL$$D & Ethan Scott)
(OFF DRUGS)","OG Filename: 18 JUMPIN volta master v.2
Track #18 on ""MUSIC"". Recorded in 2021, during the same session as ""TOO HOT"". For some reason the intro, including F1LTHY and BL$$D's tags are cut. It samples Young Thug's ""Halftime"". Was reissued for the Deluxe, ""MUSIC - SORRY 4 DA WAIT"".",1:33,"Sep 6-17, 2021","Mar 14, 2025
Mar 25, 2025",Feature,Released on DSPs,Yes,https://open.spotify.com/track/7oZOCPjlLpHZtIebTXhlfZ?si=db333070fad54eef
ALL WHITE,"Playboi Carti - TWIN TRIM [V1] (CD Version)
(with Lil Uzi Vert) (prod. Rok & KP Beatz)
(SWERVIN, TRIM TWIN)","Track #24 on ""MUSIC"". Carti did actually tease it as an interlude, right before the album's release. A version with a verse from Carti, is rumored to exist. Was reissued for the Deluxe, ""MUSIC - SORRY 4 DA WAIT"". This version from the physical copies has a slightly different mix, compared to the released version.",1:34,"??? ??, 2023","Mar 14, 2025
Mar 25, 2025",,Released on DSPs,No,LINK NEEDED
ALL WHITE,"✨ Playboi Carti - TWIN TRIM [V2]
(with Lil Uzi Vert) (prod. Rok & KP Beatz)
(SWERVIN, TRIM TWIN)","OG Filename: 24 SWERVIN MASTER FINAL
Track #24 on ""MUSIC"". Carti did actually tease it as an interlude, right before the album's release. A version with a verse from Carti, is rumored to exist. Was reissued for the Deluxe, ""MUSIC - SORRY 4 DA WAIT"".",1:35,"??? ??, 2023","Mar 14, 2025
Mar 25, 2025",Feature,Released on DSPs,Yes,https://open.spotify.com/track/3surY3LebvLLdJezmiKUBO?si=51ec519e0e1a47b9
,LP 5,,,,,,,,
,Singles and throwaways,,,,,,,,
LP 5,"✨ Chanel Boy
(prod. ZeeGoinXrazy)
(Chanel, Double C)","What seems to be the first track for the new rollout. Was announced unexpectedly by Uzi on his Instagram: ""💋ྀིྀིＣＨＡＮＥＬ ☠︎︎ ★. 2marroe !!!!! Ok bye 🛸"". Was uploaded to YouTube first, and then to DSPs a couple hours later. Interpolates Metro Boomin's ""Chanel Vintage (with Young Thug & Future)"". The music video was recorded with the Ray-Ban Meta glasses, and the song itself features a nostalgic cadence, reminiscing of Uzi's 2017-2018 flow. Surprisingly, it was recorded on the same studio where many great 2018 tracks were made: MilkBoy studios. The track was published under the new 'Cor(e)'; which seems to be Uzi's Roc Nation imprint (could be his new label, but that remains unclarified).",2:37,"Nov ??, 2025","Nov 24, 2025",Single,Released on DSPs,Yes,https://open.spotify.com/track/5qoxoHoinybFBRdJ5LGyAA?si=f0d1219641064c72
LP 5,"⭐ Relevant
(prod. 1600Trill, Trilla & Rima Thugger)
(She Said I'm The Captain)","The second single for the new rollout. It was first posted by Uzi on his TikTok account, under the caption of ""RELEVANT ´ཀ` 💋💕"". It would release shortly after on YouTube, alongside its music video. This track came in with the fact that Uzi is now the third artist signed to Roc Nation's distribution platform. Alongisde Rihanna and of course, JAY-Z.",2:02,"Oct 20-31, 2025","Nov 24, 2025",Single,Released on DSPs,Yes,https://open.spotify.com/track/0SKwC5SPg2ACthYvLPlsD6?si=74ce6756f43b40c3
LP 5,"⭐ Regular
(prod. ZeeGoinXrazy)","OG Filename: REGULAR MAIN JESS MASTER 1 28BIT 441KHZ
Third single for Uzi's new rollout. Also released under Uzi's Roc Nation imprint: Cor(e). Features a similar rythm to the ones he used during the Pink Tape era, as well as Jess Jackson's improved vocal mix. Was spontaneously posted by Uzi right before it dropped, under the caption: ""💕 R E G U L A R ☠️⭐️ @ 12!!!!! Ok Bye 🛸✌🏾""; with it releasing alongside its music video. Which features clips from what is theorized to be a scrapped music video for ""JUMPIN"" with Carti. Interpolates Molly Santana's ""Not Regular"", and even shouts her out.",2:27,"Nov ??, 2025","Dec 2, 2025",Single,Released on DSPs,Yes,https://open.spotify.com/track/3NZ3oBrDN9D2Bi1hykwXHb?si=3463b36807124a08
LP 5,"✨ What You Saying
(prod. MCVERTT & Larry Gold)
[Jersey Club]","Fourth single for Uzi's current rollout. It was revealed in the interview that Uzi had with Vogue that this is the actual first leading single for the upcoming album. Features a Jersey-Type beat with a somewhat Christmas-y themed production. Samples the french song by Indila, ""Love Story"". Following the fact that this is a lead single, Uzi actually made some hype about it with a 'formal event invitation'. The song dropped with its respective music video in collaboration with Vogue.",2:12,"Dec 2, 2025","Dec 22, 2025",Single,Released on DSPs,Yes,https://open.spotify.com/track/7cjoZVmWe2xsGR4wcXiV2v?si=5ad985a7f4274269
,Features,,,,,,,,
LP 5,"Shabazz PBG - Shells (Bass Boosted)
(feat. Lil Uzi Vert) (prod. M7ssiah)",Released on DSPs by Shabazz out of nowhere. Has no changes from original 2018 upload other than the 808s being boosted into distortion.,3:37,"Nov 3, 2018","Sep 10, 2025",Feature,Released on DSPs,Yes,https://open.spotify.com/track/0fVja2oBehHUaE26FULGIj
